name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Lost Magic of Bone Spear	0	100	0	0	0			1	1	0	1	2000		13h	13h	13h	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13h		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Bone Spirit	0	100	0	0	0			1	1	0	1	2000		13i	13i	13i	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13i		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Bone Wall	0	100	0	0	0			1	1	0	1	2000		13j	13j	13j	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13j		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Clay Golem	0	100	0	0	0			1	1	0	1	2000		13k	13k	13k	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13k		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Confuse	0	100	0	0	0			1	1	0	1	2000		13l	13l	13l	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13l		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Corpse Explosion	0	100	0	0	0			1	1	0	1	2000		13m	13m	13m	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13m		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Decrepify	0	100	0	0	0			1	1	0	1	2000		13n	13n	13n	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13n		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Dim Vision	0	100	0	0	0			1	1	0	1	2000		13o	13o	13o	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13o		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Golem	0	100	0	0	0			1	1	0	1	2000		13p	13p	13p	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13p		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Golem Mastery	0	100	0	0	0			1	1	0	1	2000		13q	13q	13q	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13q		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Iron Golem	0	100	0	0	0			1	1	0	1	2000		13r	13r	13r	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13r		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Iron Maiden	0	100	0	0	0			1	1	0	1	2000		13s	13s	13s	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13s		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Life Tap	0	100	0	0	0			1	1	0	1	2000		13t	13t	13t	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13t		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Lower Resist	0	100	0	0	0			1	1	0	1	2000		13u	13u	13u	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13u		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Poison Dagger	0	100	0	0	0			1	1	0	1	2000		13v	13v	13v	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13v		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Poison Explosion	0	100	0	0	0			1	1	0	1	2000		13w	13w	13w	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13w		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Poison Nova	0	100	0	0	0			1	1	0	1	2000		13x	13x	13x	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13x		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Raise Skeletal Mage	0	100	0	0	0			1	1	0	1	2000		13y	13y	13y	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13y		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Raise Skeleton	0	100	0	0	0			1	1	0	1	2000		13z	13z	13z	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13z		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Revive	0	100	0	0	0			1	1	0	1	2000		140	140	140	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t140		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Skeleton Mastery	0	100	0	0	0			1	1	0	1	2000		141	141	141	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t141		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Summon Resist	0	100	0	0	0			1	1	0	1	2000		142	142	142	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t142		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Teeth	0	100	0	0	0			1	1	0	1	2000		143	143	143	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t143		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Terror	0	100	0	0	0			1	1	0	1	2000		144	144	144	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t144		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Weaken	0	100	0	0	0			1	1	0	1	2000		145	145	145	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t145		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blessed Aim	0	100	0	0	0			1	1	0	1	2000		146	146	146	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t146		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blessed Hammer	0	100	0	0	0			1	1	0	1	2000		147	147	147	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t147		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Charge	0	100	0	0	0			1	1	0	1	2000		148	148	148	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t148		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Cleansing	0	100	0	0	0			1	1	0	1	2000		149	149	149	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t149		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Concentration	0	100	0	0	0			1	1	0	1	2000		14a	14a	14a	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14a		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Conversion	0	100	0	0	0			1	1	0	1	2000		14b	14b	14b	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14b		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Conviction	0	100	0	0	0			1	1	0	1	2000		14c	14c	14c	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14c		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Defiance	0	100	0	0	0			1	1	0	1	2000		14d	14d	14d	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14d		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fanaticism	0	100	0	0	0			1	1	0	1	2000		14e	14e	14e	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14e		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fist of the Heavens	0	100	0	0	0			1	1	0	1	2000		14f	14f	14f	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14f		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Holy Bolt	0	100	0	0	0			1	1	0	1	2000		14g	14g	14g	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14g		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Holy Fire	0	100	0	0	0			1	1	0	1	2000		14h	14h	14h	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14h		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Holy Freeze	0	100	0	0	0			1	1	0	1	2000		14i	14i	14i	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14i		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Holy Shield	0	100	0	0	0			1	1	0	1	2000		14j	14j	14j	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14j		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Holy Shock	0	100	0	0	0			1	1	0	1	2000		14k	14k	14k	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14k		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Meditation	0	100	0	0	0			1	1	0	1	2000		14l	14l	14l	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14l		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Might	0	100	0	0	0			1	1	0	1	2000		14m	14m	14m	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14m		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Prayer	0	100	0	0	0			1	1	0	1	2000		14n	14n	14n	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14n		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Redemption	0	100	0	0	0			1	1	0	1	2000		14o	14o	14o	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14o		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Resist Cold	0	100	0	0	0			1	1	0	1	2000		14p	14p	14p	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14p		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Resist Fire	0	100	0	0	0			1	1	0	1	2000		14q	14q	14q	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14q		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Resist Lightning	0	100	0	0	0			1	1	0	1	2000		14r	14r	14r	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14r		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Sacrifice	0	100	0	0	0			1	1	0	1	2000		14s	14s	14s	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14s		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Salvation	0	100	0	0	0			1	1	0	1	2000		14t	14t	14t	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14t		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Sanctuary	0	100	0	0	0			1	1	0	1	2000		14u	14u	14u	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14u		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Smite	0	100	0	0	0			1	1	0	1	2000		14v	14v	14v	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14v		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Thorns	0	100	0	0	0			1	1	0	1	2000		14w	14w	14w	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14w		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Vengeance	0	100	0	0	0			1	1	0	1	2000		14x	14x	14x	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14x		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Vigor	0	100	0	0	0			1	1	0	1	2000		14y	14y	14y	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14y		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Zeal	0	100	0	0	0			1	1	0	1	2000		14z	14z	14z	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t14z		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blaze	0	100	0	0	0			1	1	0	1	2000		150	150	150	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t150		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blizzard	0	100	0	0	0			1	1	0	1	2000		151	151	151	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t151		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Chain Lightning	0	100	0	0	0			1	1	0	1	2000		152	152	152	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t152		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Charged Bolt	0	100	0	0	0			1	1	0	1	2000		153	153	153	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t153		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Chilling Armor	0	100	0	0	0			1	1	0	1	2000		154	154	154	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t154		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Cold Mastery	0	100	0	0	0			1	1	0	1	2000		155	155	155	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t155		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Enchant	0	100	0	0	0			1	1	0	1	2000		156	156	156	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t156		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Energy Shield	0	100	0	0	0			1	1	0	1	2000		157	157	157	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t157		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Ball	0	100	0	0	0			1	1	0	1	2000		158	158	158	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t158		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Bolt	0	100	0	0	0			1	1	0	1	2000		159	159	159	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t159		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Mastery	0	100	0	0	0			1	1	0	1	2000		15a	15a	15a	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15a		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Wall	0	100	0	0	0			1	1	0	1	2000		15b	15b	15b	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15b		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Frost Nova	0	100	0	0	0			1	1	0	1	2000		15c	15c	15c	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15c		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Frozen Armor	0	100	0	0	0			1	1	0	1	2000		15d	15d	15d	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15d		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Frozen Orb	0	100	0	0	0			1	1	0	1	2000		15e	15e	15e	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15e		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Glacial Spike	0	100	0	0	0			1	1	0	1	2000		15f	15f	15f	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15f		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Hydra	0	100	0	0	0			1	1	0	1	2000		15g	15g	15g	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15g		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Ice Blast	0	100	0	0	0			1	1	0	1	2000		15h	15h	15h	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t15h		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
